wyElementId;wyElementName;wyElementClub;bestId;bestName;bestLevenshteinDist;
24824;SV Eichede II;Eichede II;23335;SV Eichede II;0;
24825;TSV Schilksee;Schilksee;24244;TSV Schilksee;0;
24828;SV Henstedt-Ulzburg;Henstedt-Ulzburg;2489;SV Henstedt-Ulzburg;0;
24864;1. FC Magdeburg Under 19;Magdeburg U19;4863;1.FC Magdeburg U19;5;
24865;Niendorfer TSV Under 19;Niendorfer TSV U19;21592;Niendorfer TSV U19;0;
24866;TuS Koblenz 1911 U19;Koblenz U19;7851;TuS Koblenz U19;4;
24867;SV 07 Elversberg Under 19;Elversberg U19;11924;SV 07 Elversberg U19;5;
24883;SSV Merten 1925;SSV Merten;35313;SSV Merten 1925;0;
24884;SV Schwarz-Weiß Nierfeld 1929;SW Nierfeld;28189;SV Nierfeld;1;
24885;SV Rödinghausen;Rödinghausen;26957;SV Rödinghausen;0;
24886;SV Zweckel;Zweckel;11050;SV Zweckel;0;
25718;Magdeburger SV 90 Preussen;MSV 90 Preussen;8177;MSV 90 Preussen;0;
26094;TSV Rosenberg;TSV Rosenberg;57440;TSV Rosenberg;0;
26095;VfR Gommersdorf;VfR Gommersdorf;31876;VfR Gommersdorf;0;
26096;SG Oftersheim;SG Oftersheim;6281;SG Oftersheim;0;
26097;FC Grünsfeld;FC Grünsfeld;11230;FC Grünsfeld;0;
26098;TSV Höpfingen;TSV Höpfingen;47497;TSV Höpfingen;0;
26099;VfB St. Leon;St. Leon;30195;VfB St. Leon;0;
26100;SV Kickers Pforzheim;Kickers Pforzheim;36793;SV Kickers Pforzheim;0;
26101;1. CfR Pforzheim;CfR Pforzheim;30006;1.CfR Pforzheim;1;
26102;Sportfreunde Dinkelsbühl;Sportfreunde Dinkelsbühl;33745;Sportfreunde Dinkelsbühl;0;
26103;TSV Nördlingen;Nördlingen;1613;TSV Nördlingen;0;
26104;SSC Südwest 1947 Berlin;Südwest Berlin;2127;SSC Südwest Berlin;4;
26105;Berliner SC;Berliner SC;14410;Berliner SC;0;
26106;FC Hertha 03 Zehlendorf;Hertha Zehlendorf;2943;FC Hertha 03 Zehlendorf;0;
26107;Charlottenburger FC Hertha 06 Berlin;CFC Hertha;9157;FC Hürth;3;
26108;TSV Rudow 1888;Rudow;4710;TSV Rudow 1888;0;
26109;SC Charlottenburg Berlin;SCC Berlin;68693;RBC Berlin;2;
26110;SC Gatow;Gatow;4348;SC Gatow;0;
26111;SC Staaken 1919 Berlin;Staaken;65612;SV Taaken;3;
26112;SC Eintracht Miersdorf / Zeuthen;Miersdorf / Zeuthen;13489;Eintracht Miersdorf/Zeuthen;5;
26113;Werderaner FC Viktoria;Werderaner Viktoria;5296;Werderaner FC Viktoria 1920;5;
26114;VfB Hohenleipisch 1912;Hohenleipisch;18810;VfB Hohenleipisch;4;
26115;SV Victoria Seelow;Victoria Seelow;3498;SV Victoria Seelow;0;
26116;FC Schwedt 02;Schwedt;7313;FC Schwedt 02;0;
26117;TuS Sachsenhausen;Sachsenhausen;7810;TuS Sachsenhausen;0;
26118;SG 47 Bruchmühle;Bruchmühle;31390;SG Bruchmühle;3;
26119;Eisenhüttenstädter FC Stahl;EFC Stahl;4631;SC Staig;4;
26120;Regionaler SV Eintracht 1949;RSV Eintracht;29476;RSV Eintracht 1949;5;
26121;TuS Osdorf;Osdorf;18786;TuS Osdorf;0;
26122;Blau-Weiß 96 Schenefeld;Blau-Weiß Schenefeld;7063;Blau-Weiß 96 Schenefeld;0;
26123;Dersimspor Hamburg;Dersimspor;25303;Dersimspor Hamburg;0;
26124;1. Hanauer FC;Hanau;18813;1. Traber FC;4;
26125;Großenritter SV Eintracht Baunatal;Eintracht Baunatal;5463;Eintracht Baunatal;0;
26126;VfB Ginsheim;Ginsheim;23624;VfB Ginsheim;0;
26127;TSV Steinbach;Steinbach;24309;SV Steinbach;1;
26128;SSV Sand;SSV Sand;9914;SSV Sand;0;
26129;Turnerschaft Ober-Roden;TS Ober-Roden;26313;TS Ober-Roden;0;
26130;Sportfreunde Blau-Gelb Marburg;SF BG Marburg;14487;SF/BG Marburg;1;
26131;TuS Dietkirchen;Dietkirchen;24972;TuS Dietkirchen;0;
26132;MSV Pampow;Pampow;29055;MSV Pampow;0;
26133;FSV 1919 Malchin;Malchin;7034;FSV Malchin;4;
26134;TSV Friedland 1814;Friedland;21924;TSV Friedland 1814;0;
26135;Sievershäger SV;Sievershäger SV;2544;Sievershäger SV;0;
26136;Grimmener SV;Grimmener SV;5613;Grimmener SV;0;
26137;Vorpommersche FC Anklam;VFC Anklam;23860;VFC Anklam;0;
26138;Rostocker FC;Rostocker FC;5647;Rostocker FC 1895;5;
26139;SC Borussia Lindenthal-Hohenlind;Borussia Lindenthal;5605;SC Borussia Lindenthal-Hohenlind;0;
26140;FC Inde Hahn;Inde Hahn;12157;FC Inde Hahn;0;
26141;Kaller SC;Kaller SC;10039;Kaller SC;0;
26142;FV Wiehl 2000;Wiehl;37863;FV Wiehl;3;
26143;SV Brachelen;Brachelen;1068;SV Straelen;4;
26144;TFC Inter Troisdorf;Inter Troisdorf;69793;TFC Inter Troisdorf II;3;
26145;FC Leverkusen;FC Leverkusen;40008;FC Leverkusen;0;
26146;TSV 05 Ronsdorf;Ronsdorf;4724;TSV 05 Ronsdorf;0;
26147;SV 08/​29 Friedrichsfeld;Friedrichsfeld;13574;SV 08/29 Friedrichsfeld;1;
26148;TV Dinklage;Dinklage;21094;TV Dinklage;0;
26149;SV Morbach;Morbach;8180;SV Morbach;0;
26150;SG Badem;Badem;19504;SV Baden;2;
26151;SG Ellscheid;Ellscheid;6175;SC Falscheid;3;
26152;TSV Emmelshausen;Emmelshausen;5453;TSV Emmelshausen;0;
26153;SG Ellingen;Ellingen;19492;SG Eldingen;1;
26154;SG Altenkirchen;Altenkirchen;13551;SG Altenkirchen;0;
26155;TuS Oberwinter;Oberwinter;6312;TuS Oberwinter;0;
26156;SG 2000 Mülheim-Kärlich;Mülheim-Kärlich;7263;SG 2000 Mülheim-Kärlich;0;
26157;DJK Bildstock;Bildstock;37392;DJK Bildstock;0;
26158;FV Schwalbach;Schwalbach;31116;FV Schwalbach;0;
26159;VfB Dillingen;Dillingen;2609;VfB Dillingen;0;
26160;SC Großrosseln;Großrosseln;21256;SC 1910 Großrosseln;5;
26161;SV Saar 05 Saarbrücken Jugenfussball;Saar Saarbrücken;1;1.FC Saarbrücken;4;
26162;SV Bübingen;Bübingen;483;SV Böblingen;2;
26163;TuS Steinbach 1898;TuS Steinbach;24309;SV Steinbach;3;
26164;TSV Cossebaude;Cossebaude;64016;TSV Cossebaude;0;
26165;BSG Stahl Riesa;Stahl Riesa;38741;BSG Stahl Riesa;0;
26166;VfB Zwenkau 02;Zwenkau;37293;VfB Zwenkau 02;0;
26167;NFV Gelb-Weiß Görlitz;Gelb-Weiß Görlitz;7800;NFV Gelb-Weiß Görlitz 09;3;
26168;SV Germania Mittweida;Germania Mittweida;27791;SV Germania Mittweida;0;
26169;BSV Gelenau;Gelenau;44860;BSV Gelenau;0;
26170;BSG Chemie Leipzig;Chemie Leipzig;9572;BSG Chemie Leipzig;0;
26171;SG Rot-Weiß Thalheim;Rot-Weiß Thalheim;34608;SG Rot-Weiß Thalheim;0;
26172;1. FC Weißenfels;Weißenfels;69235;SSC Weißenfels;4;
26173;Burger BC;Burger BC;34627;Burger BC 08;3;
26174;FSV Barleben;Barleben;1327;FSV Treuen;4;
26175;Eisenbahnersportgemeinschaft Halle;ESG Halle;27717;SC Halle;2;
26176;TV Askania Bernburg;Askania Bernburg;19197;TV Askania Bernburg;0;
26177;SV Braunsbedra;Braunsbedra;4306;SV Braunsbedra;0;
26178;SV Förderstedt;Förderstedt;57516;SV Förderstedt;0;
26179;1. FC Romonta Amsdorf;Romonta Amsdorf;17923;1.FC Romonta Amsdorf;1;
26180;SV Irxleben;Irxleben;7126;SV Irxleben;0;
26181;Oldenburger SV;Oldenburger SV;4877;Oldenburger SV;0;
26182;Büchen-Siebeneichener SV;Büchen-Siebeneichener SV;23977;Büchen-Siebeneichener SV;0;
26183;FV Lörrach-Brombach;Lörrach-Brombach;185;FV Lörrach-Brombach;0;
26184;SV Weil 1910;Weil;9318;SV Weil;3;
26185;VfR Hausen an der Möhlin;Hausen;5403;VfR Hausen;4;
26186;FC Bötzingen;Bötzingen;5458;FC Bötzingen;0;
26187;SV Waldkirch;Waldkirch;56585;FC Waldkirch;2;
26188;FC Bad Dürrheim;Bad Dürrheim;5395;FC Bad Dürrheim;0;
26189;Lahrer FV 03;Lahrer FV;48157;Laager SV 03;3;
26190;SV Stadelhofen;Stadelhofen;8244;SV Stadelhofen;0;
26191;1. SV Mörsch;Mörsch;17971;SV Mörsch;3;
26193;VfL Rüdesheim;Rüdesheim;55107;VfL Rüdesheim;0;
26194;TB Jahn Zeiskam;Jahn Zeiskam;7374;TB Jahn Zeiskam;0;
26195;ASV Fußgönheim;Fußgönheim;7821;ASV Fußgönheim;0;
26196;Türkisch-Deutscher SV Mutterstadt;TDSV Mutterstadt;28338;TSV Otterstedt;4;
26197;TSV Schott Mainz;Schott Mainz;9695;TSV Schott Mainz;0;
26198;SG Rieschweiler;Rieschweiler;9838;SG Rieschweiler;0;
26199;SV Grün-Weiß Siemerode;Grün-Weiß Siemerode;39057;SV Grün-Weiß Siemerode;0;
26200;1. FC Sonneberg;Sonneberg;7721;1.FC Sonneberg;1;
26201;FC Thüringen Weida;Thüringen Weida;2685;FC Thüringen Weida;0;
26202;SV Wacker Bad Salzungen;Wacker Bad Salzungen;35503;SV Wacker 04 Bad Salzungen;3;
26203;FC Blau-Weiß Dachwig-Döllstädt;BW Dachwig-​Döllstädt;27012;BW Schmedenstedt;12;
26204;SG Bad Lobenstein / ​Helmsgrün;Lobenstein / ​Helmsgrün;269;Holstein Kiel;14;
26205;FC Eisenach;Eisenach;20228;FC Eisenach;0;
26206;SV Blau Weiss 90 Neustadt /​ Orla;BW Neustadt /​ Orla;8395;SV Blau-Weiß 90 Neustadt/Orla;6;
26207;BSG Wismut Gera;Wismut Gera;481;BSG Wismut Gera;0;
26208;1. SC 1911 Heiligenstadt;Heiligenstadt;26692;1.SC 1911 Heiligenstadt;1;
26209;Suryoye Paderborn;Suryoye Paderborn;32913;Suryoye Paderborn;0;
26210;SV Brilon;Brilon;29782;SV Brilon;0;
26211;DJK TuS Hordel;Hordel;1619;DJK TuS Hordel;0;
26212;SC Herford;Herford;2346;SC Herford;0;
26213;SuS Stadtlohn;Stadtlohn;1393;SuS Stadtlohn;0;
26214;Werler Turnverein Preußen;Preußen TV Werl;3895;Preußen TV Werl;0;
26215;TSV Marl-Hüls;Marl-Hüls;6524;TSV Marl-Hüls;0;
26216;FC Wangen;Wangen;19459;FC Wenden;2;
26217;SV Ebnat;Ebnat;32062;SV Ebnat;0;
26218;TSV Ilshofen;Ilshofen;33470;TSV Ilshofen;0;
26219;TSV Heimerdingen;Heimerdingen;7708;TSV Heimerdingen;0;
26220;SV Böblingen;Böblingen;483;SV Böblingen;0;
26221;VfL Brackenheim;Brackenheim;5170;VfL Brackenheim;0;
26222;FV Ravensburg II;Ravensburg II;34136;FV Ravensburg II;0;
26223;SV Nehren;Nehren;2806;SV Nehren;0;
26224;SV Zimmern ob Rottweil;Zimmern;5002;SV Zimmern;3;
26225;FV Olympia Laupheim;Olympia Laupheim;5740;FV Olympia Laupheim;0;
26226;SC Geislingen;Geislingen;277;SC Geislingen;0;
27448;1. FC Wilmersdorf;Wilmersdorf;7318;1.FC Wilmersdorf;1;
27571;Germany Under 23;Germany U23;3817;Germany U21;1;
27949;Germany Under 18;Germany U18;9067;Germany U18;0;
28085;Heeslinger SC;Heeslinger SC;40505;Heeslinger SC;0;
28955;1. FFC Frankfurt III;FFC Frankfurt III;8274;FSV Frankfurt U19;5;
28957;FC Ingolstadt 04;Ingolstadt;4795;FC Ingolstadt 04;0;
28959;SG 99 Andernach;Andernach;1653;SG 99 Andernach;0;
28961;SC 2013 Bad Neuenahr;Bad Neuenahr;7193;FC Neufahrn;6;
28963;FFV Fortuna Göcklingen;Fortuna Göcklingen;51917;FV Fortuna Böblingen;4;
28965;Düsseldorfer CfR links;CfR links;2348;VfR Lich;5;
28967;Warendorfer SU;Warendorfer SU;28717;Wesendorfer SC;3;
28969;SV Heidekraut Andervenne;Heidekraut;1297;Heider SV;4;
28971;TSV Limmer;Limmer;8021;TSV Limmer;0;
29161;SV Erlbach;Erlbach;18636;SV Erlbach;0;
29181;SV Frisia 03 Risum-Lindholm;Frisia 03 Risum-Lindholm;3423;SV Frisia 03 Risum-Lindholm;0;
29183;TSV Gadeland;Gadeland;19073;TSV Gadeland;0;
29185;SSV Güster;Güster;28369;SSV Güster;0;
29295;FC Bergheim 2000;Bergheim;35554;FC Bergheim 2000;0;
29297;VfL Leverkusen;VfL Leverkusen;40008;FC Leverkusen;3;
29299;SV 1914 Eilendorf;Eilendorf;31022;SV Eilendorf;3;
29301;SC Spelle-Venhaus 1946 e.V.;Spelle-Venhaus;2106;SC Spelle-Venhaus;3;
29405;FV 07 Diefflen;Diefflen;11345;FV 07 Diefflen;0;
29539;1. FC Mönchengladbach Under 19;1. FC M'gladbach U19;21505;1.FC Mönchengladbach U19;6;
29543;SV Meppen Under 19;Meppen U19;7432;SV Meppen U19;3;
29545;Eintracht Braunschweig Under 19;Eintracht Braunschw U19;9196;Eintracht Braunschweig U19;3;
29575;VdS 1920 Nievenheim;Nievenheim;30434;VdS Nievenheim;4;
29679;VfR Aalen 1921 II;Aalen II;1664;Ahlener SG;5;
29681;FC Germania Friedrichstal;Germania Friedrichstal;375;FC Germania Friedrichstal;0;
29685;TSV 1882 Landsberg am Lech;Landsberg;1846;TV Asberg;4;
29687;TSV 1865 Dachau;Dachau;23665;TSV 1865 Dachau;0;
29689;Deutsche Jugend Kraft Vilzing 1967;Vilzing;1471;DJK Vilzing;4;
29691;TSV Neudrossenfeld;Neudrossenfeld;11708;TSV Neudrossenfeld;0;
29697;SpVgg 05 Frankfurt-Oberrad;Oberrad;3262;Germany;5;
29699;Buxtehuder SV 1862;Buxtehude;7339;BSV Buxtehude;4;
29701;FC Süderelbe;Süderelbe;6233;FC Süderelbe;0;
29737;Leher Turnerschaft;Leher TS;997;Lüner SV;4;
29739;TSV Grolland;Grolland;13426;TSV Grolland;0;
29771;VfR Aalen 1921 Under 19;Aalen U19;10169;VfR Aalen U19;4;
29965;Sport-Club Aplerbeck 09 Dortmund;ASC Dortmund;47634;SC Dortmund;1;
29967;Rasen Ballsport Leipzig II;RB Leipzig II;23826;RB Leipzig;3;
29969;Eutin SV 1908;Eutin 08;23625;Eutin 08;0;
29971;FC Angeln 02;Angeln 02;18733;FC Angeln 02;0;
30385;SV Union Meppen;Union Meppen;6264;Union Meppen;0;
30387;SV Blau-Weiß Berlin;Blau-Weiß Berlin;32581;Blau-Weiß Beelen;2;
30389;SpVgg Rommelshausen;Rommelshausen;5453;TSV Emmelshausen;5;
30391;1. FC Riegelsberg;Riegelsberg;2604;1.FC Riegelsberg;1;
30393;1. FFC Bergisch Gladbach;Bergisch Gladbach;2442;SV Bergisch Gladbach 09;6;
30395;TSC Vahdet Braunschweig;Vahdet Braunschweig;21042;Vahdet Braunschweig;0;
30433;SV Gonsenheim Under 19;Gonsenheim U19;29396;SV Gonsenheim U19;3;
30435;Flensburg 08 Under 19;Flensburg 08 U19;15718;FC Coburg U19;7;
31019;TuS Metzingen;Metzingen;5274;TuS Metzingen;0;
31021;Sportfreunde Dorfmerkingen;Spfr. Dorfmerkingen;1410;Sportfreunde Dorfmerkingen;0;
31023;SV Schluchtern;Schluchtern;38190;SV Schluchtern;0;
31025;TSV Weilheim an der Teck;Weilheim Teck;48936;TSV Weilheim/Teck;5;
31027;SV Ebersbach an der Fils;Ebersbach an der Fils;62013;Ebersbrunner SV;11;
31029;TSV Berg;Berg;24710;TSV Berg;0;
31213;FC Neustadt;FC Neustadt;1879;FC Neustadt;0;
31215;TuS Oppenau;Oppenau;28776;TuS Oppenau;0;
31217;FSV Rot-Weiß Stegen;Rot Weiß Stegen;61618;FSV Rot-Weiß Stegen;0;
31219;SV Endingen;Endingen;827;SV Endingen;0;
31221;VfR Achern;Achern;83;VfR Aalen;3;
31223;FV Schutterwald;Schutterwald;24870;FV Schutterwald;0;
31225;FC Radolfzell;Radolfzell;4977;FC Radolfzell;0;
31227;SV Solvay Freiburg;Solvay Freiburg;28315;SV Solvay Freiburg;0;
31229;FC Schatthausen;Schatthausen;34672;FC Schatthausen;0;
31231;FC Lohrbach;Lohrbach;6867;FC Fehrbach;2;
31233;FC 1946 Rauenberg;Rauenberg;2789;FC Rauenberg;3;
31235;TSV 1887 Wieblingen;Wieblingen;67404;WF Klingen;3;
31237;SV Langensteinbach;Langensteinbach;2320;SV Langensteinbach;0;
31239;FV 1918 Brühl;FV Brühl;11351;FV Brühl;0;
31241;TSV Amicitia Viernheim;Amicitia Viernheim;21374;TSV Amicitia Viernheim;0;
31243;SpVgg. Durlach-Aue;Durlach Aue;1493;SpVgg Durlach-Aue;1;
31641;SV Nieder-Wöllstadt;Nieder-Wöllstadt;11652;SV 1923 Nieder-Wöllstadt;5;
31643;SV 07 Geinsheim;Geinsheim;12171;SV 07 Geinsheim;0;
31645;SSV Lindheim;Lindheim;1332;SV Sinsheim;3;
31647;VfB 1900 Giessen;Giessen;1814;SG Massen;4;
31649;FV 09 Breidenbach;Breidenbach;17079;FV Breidenbach;3;
31727;TSV Chemie Premnitz;Chemie Premnitz;2917;Chemie Premnitz;0;
31729;VfB Krieschow 1921;Krieschow;24598;SC Lüchow;5;
31731;SV Schwarz-Rot Neustadt;SR Neustadt;21900;SG Neustadt;1;
31733;SV Blau-Weiß Petershagen-Eggersdorf;Petershagen-Eggersdorf;30679;Blau-Weiß Petershagen-Eggersdorf;3;
31735;SV Grün-Weiß Brieselang;Grün-Weiß Brieselang;7980;Grün-Weiß Brieselang;0;
31765;VfL 1907 Neustadt;VfL Neustadt;9454;VfL 1907 Neustadt;0;
31767;FV 1920 Dudenhofen;Dudenhofen;4983;FV Dudenhofen;3;
31769;SG 1946 Hüffelsheim/Niederhausen;Hüffelsheim/Niederhausen;8129;SG Hüffelsheim-Niederhausen;4;
31771;SV 1931 Hermersberg;SV Hermersberg;1599;SV Hermersberg;0;
31773;TSG 1846 Bretzenheim;Bretzenheim;43942;TSG 1846 Bretzenheim;0;
31785;FSV 06 Ohratal Ohrdruf;Ohratal Ohrdruf;65452;FSV 06 Ohratal II;7;
31787;SG SV Motor Altenburg;Motor Altenburg;5023;SV Motor Altenburg;3;
31789;SpVgg Geratal;Geratal;46164;SpVgg Geratal;0;
31791;SV Elstertal Silbitz/Crossen;El. Silbitz/Crossen;48284;SV Elstertal Silbitz/Crossen;0;
31793;SpVgg Siebleben 06;Siebleben;29498;SpVgg Siebleben 06;0;
31795;SV Borsch 1925;SV Borsch;17971;SV Mörsch;2;
31797;SV Eintracht Eisenberg;Eintracht Eisenberg;24515;SV Eintracht Eisenberg;0;
31799;BSV Eintracht Sondershausen;Eintracht Sondershausen;1430;Eintracht Sondershausen;0;
31801;FC Mecklenburg Schwerin;Mecklenburg Schwerin;40629;FC Mecklenburg Schwerin;0;
31803;SG Dynamo Schwerin;Dynamo Schwerin;2667;Dynamo Schwerin;0;
31805;FC Förderkader Rene Schneider;Rene Schneider;24541;FC Förderkader René Schneider;1;
31807;SV Pastow;Pastow;6693;SV Pastow;0;
31809;SpVgg Cambs-Leezen Traktor;Cambs-Leezen Traktor;50886;SpVgg Cambs-Leezen II;7;
31811;Hagenower SV;Hagenower;35330;Hagenower SV;0;
31813;FV Dresden 06 Laubegast;Dresden Laubegast;1405;FV Dresden 06 Laubegast;0;
31815;FV Eintracht Niesky;Eintracht Niesky;7861;FV Eintracht Niesky;0;
31817;Bischofswerdaer FV 08;Bischofswerdaer;1470;Bischofswerdaer FV 08;0;
31819;FC International Leipzig;International Leipzig;44917;FC International Leipzig;0;
31821;Post SV Dresden;Post Dresden;33674;Post SV Dresden;0;
31823;SG Leipziger Verkehrsbetriebe;LVB;14342;SV Egg;5;
31825;BSC Freiberg;BSC Freiberg;2684;BSC Freiberg;0;
31827;VfL 05 Hohenstein-Ernstthal;Hohenstein-Ernstthal;5694;VfL Hohenstein-Ernstthal;3;
31829;SV Eintracht Elster;Eintracht Elster;33887;SV Eintracht Elster;0;
31831;SV Merseburg;Merseburg;1703;SV Merseburg 99;3;
31833;SV Eintracht Emseloh;Eintracht Emseloh;34781;SV Eintracht Emseloh;0;
31835;1. FC Bitterfeld-Wolfen;Bitterfeld-Wolfen;41674;1.FC Bitterfeld-Wolfen;1;
31837;Oscherslebener SC 1990;Oscherslebener;1769;Oscherslebener SC;3;
31839;TV Kalkum-Wittlaer;Kalkum-Wittlaer;35930;TV Kalkum-Wittlaer;0;
31841;1. FC Mönchengladbach 1894;1. FC M'gladbach;21505;1.FC Mönchengladbach U19;4;
31857;DJK Teutonia St.Tönis 1920;Teutonia St.Tönis;67983;DJK Teutonia St. Tönis U19;4;
32139;SC 1893 Friedrichsthal;SC Friedrichsthal;2070;SC Friedrichsthal;0;
32141;SV Weiskirchen 1926;Weiskirchen;32903;SV Weiskirchen;3;
32143;SG 1930 Gresaubach;SG Saubach;51144;SG Saubach;0;
32149;SV Hülzweiler;Hülzweiler;6862;SV Hülzweiler;0;
32157;SV 1911 Klarenthal;Klarenthal;28276;SC Klarenthal;3;
32165;SV Habach 1957;Habach;12397;SV Habach;3;
32167;SV Preußen 1919 Merchweiler;SV Merchweiler;11904;SV Gersweiler;3;
32183;Borussia Monchengladbach Under 21;Borussia M'gladbach U21;4121;Borussia Mönchengladbach U19;8;
32187;FC Schalke 04 Under 21;Schalke 04 U21;1463;FC Schalke 04 U19;5;
32195;CSV SF Bochum-Linden;Bochum-Linden;64153;VfVuJ Winden;7;
32197;SpVgg Vreden 1921 e.V.;Vreden;32194;FC Vreden;3;
32199;BSV Schüren;Schüren;36331;BSV Schüren;0;
32201;Concordia Wiemelhausen;Concordia Wiemelhausen;29078;Concordia Wiemelhausen;0;
32203;SpVg. Olpe 1919;Olpe;4071;FC Epe;4;
32205;SC Buer Hassel 1919;Hassel;1453;SC Hassel;3;
32207;1. FC Kaan-Marienborn 07;Kaan-Marienborn;43180;1.FC Kaan-Marienborn II;3;
32305;SG Union 94 Würm-Lindern;Union 94 Würm-Lindern;4927;SG Union 94 Würm-Lindern;0;
32307;VfR Wipperfürth 1914;Wipperfürth;12546;VfR Wipperfürth;4;
32309;SV Schlebusch 1923;Schlebusch;4264;SV Schlebusch;3;
32311;1. FC Heinsberg-Lieck;Heinsberg-Lieck;53539;1.FC Heinsberg-Lieck;1;
32313;Siegburger SV 04;Siegburger;6565;Siegburger SV 04;0;
32315;TuS 05 Oberpleis;Oberpleis;7109;TuS 05 Oberpleis;0;
32317;SV Rott 1927;Rott;24941;SV Rott;3;
32375;VfB Wissen 1914;Wissen;12513;BV Essen;4;
32377;TuS Rot-Weiss Koblenz;TuS RW Koblenz;22327;TuS Rot-Weiß Koblenz;2;
32379;Wiedbachtaler Sportfreunde Neitersen;SG Neitersen;5050;TSV Uetersen;4;
32381;FC Blau Weiß Karbach;Karbach;18133;FC Karbach;3;
32383;SV Eintracht Irsch;SG Irsch;17971;SV Mörsch;3;
32385;SV Leiwen-Köwerich 2000;Leiwen-Köwerich;7440;SV Leiwen-Köwerich;3;
32387;DJK Buchholz;SG Buchholz;30440;SG Buchholz;0;
32389;SG 99 Andernach;Andernach;1653;SG 99 Andernach;0;
32391;SG Zell;Zell;10202;SG Selm;2;
32592;SV Billstedt-Horn 1891;Billstedt-Horn;1684;SpVgg Billstedt-Horn;6;
32593;TuS Berne;TuS Berne;17289;TuS Berne;0;
32594;TSV Seestermühe Marsch 1924;Seestermühe;18996;SV Westerrade;6;
32595;SC Schwarzenbek 1916;Schwarzenbek;18089;SC Schwarzenbek;3;
32596;SV Este 06/70;Este 06/70;732;SV Este 06/70;0;
32598;Blau Weiss Hohen Neuendorf;Hohen Neuendorf;18883;BW Hohen Neuendorf;3;
32599;1.FC Schöneberg;Schöneberg;325;1.FC Schöneberg;0;
32600;BSV Eintracht Mahlsdorf;Eintracht Mahlsdorf;7651;Eintracht Mahlsdorf;0;
32601;SF Johannisthal;Johannisthal;10145;SG Johannesberg;6;
32602;1.FC Galatasaray Spandau;Galatasaray Spandau;70353;Galatasaray Köln;6;
32739;SC Borgfeld;Borgfeld;20389;SC Borgfeld;0;
33051;Germany Under 16;Germany U16;17368;Germany U16;0;
33326;TSB Flensburg;TSB Flensburg;3400;TSB Flensburg;0;
33327;FC Eintracht Cuxhaven 01;Eintracht Cuxhaven;20000;Eintracht Cuxhaven;0;
33713;ASV Zirndorf;ASV Zirndorf;17557;ASV Zirndorf;0;
33723;Fanclub Red Power;Fanclub Red Power;22248;FSV Riedrode;11;
33737;SG Berlebeck-Heiligenkirchen;Berlebeck-Heiligenkirch.;35338;SG Berlebeck-Heiligenkirchen;0;
33766;TSV 03 Urbach;TSV 03 Urbach;30189;TSV 03 Urbach;0;
33767;SV Grün-Weiss Wasungen;Grün-Weiss Wasungen;48319;Grün-Weiß Menden;7;
33773;TSV 1872 Langenwetzendorf;Langenwetzendorf;25044;TSV Jetzendorf;7;
33774;FSV Martinroda;Martinroda;33698;FSV Martinroda;0;
33780;SV Trusetal 05;SV Trusetal;55542;SV Trusetal;0;
33781;SV Kirchanschöring;Kirchanschöring;24235;SV Kirchanschöring;0;
33785;MTV Barum;MTV Barum;22528;MTV Barum;0;
33791;SC Hessen Dreieich;Hessen Dreieich;42005;SC Hessen Dreieich;0;
33792;Hetlinger MTV;Hetlinger MTV;45501;Hetlinger MTV;0;
33805;ASV Burglengenfeld;Burglengenfeld;24708;ASV Burglengenfeld;0;
33806;SpVgg 1946 Ruhmannsfelden-Zachenberg;Ruhmannsfelden;5554;SpVgg Ruhmannsfelden;6;
33807;Teutonia Watzenborn-Steinberg;Teutonia WS;298;Altona 93;6;
33814;Württemberg;Württemberg;10150;SV Otterberg;5;
33819;SG Gangelt-Hastenrath 1999;SGGH99;30053;SG Hoya;4;
33832;TuS Haltern am See;TuS Haltern;1628;TuS Haltern;0;
33836;1. FC Lübars;Lübars;2204;1.FC Lübars;1;
33986;Haimbacher SV;Haimbacher;47255;Haimbacher SV;0;
34042;SpVgg Baiertal;Baiertal;46164;SpVgg Geratal;4;
34043;FC Zuzenhausen;Zuzenhausen;1370;FC Zuzenhausen;0;
34076;VfB Gartenstadt;Gartenstadt;20216;VfB Gartenstadt;0;
34108;FSV Hessen Wetzlar;Hessen Wetzlar;5185;TSV Hessental;7;
34116;1. FC Frankfurt;FC Frankfurt;293;FSV Frankfurt;2;
34117;SC Weimar;Weimar;58752;FC Weiher;3;
34131;FK Pirmasens II;Pirmasens II;23636;FK Pirmasens II;0;
34132;FSV Viktoria Jägersburg 1928;Jägersburg;7827;FSV Jägersburg;4;
34134;TSG Sprockhövel 1881 Under 19;Sprockhövel U19;10036;TSG Sprockhövel U19;4;
34135;FC Ingolstadt 04 Under 19;Ingolstadt U19;13683;FC Ingolstadt 04 U19;5;
34136;1. FC Heidenheim 1846 Under 19;Heidenheim U19;8831;Heider SV U19;5;
34137;SV Darmstadt 1898 Under 19;Darmstadt 98 U19;7647;SV Darmstadt 98 U19;3;
34138;TSV Havelse Under 19;Havelse U19;13432;TSV Havelse U19;4;
34139;FC Viktoria 1889 Berlin Lichterfelde-Tempelhof Under 19;Viktoria Berlin U19;7756;Viktoria Mömlingen;7;
34140;TV Jahn Schneverdingen;Jahn Schneverdingen;19337;TV Jahn Schneverdingen;0;
